index,y_pred
10635,0.3785365
10220,0.40015388
7830,0.24156585
4054,0.4277807
2204,0.99877256
7279,0.30361244
8684,0.5086642
8742,0.32377982
7152,0.46535757
2868,0.9991204
2533,0.9993217
7942,0.39819452
971,0.99917704
926,0.9996184
3096,0.99887305
1937,0.99932396
2146,0.99967945
2307,0.9992594
8826,0.52794033
3409,0.39236405
8968,0.37739012
8387,0.3627227
4795,0.6530355
4273,0.30264878
9423,0.9293246
3167,0.2938669
7820,0.43258533
9487,0.2677741
7397,0.4612289
6936,0.38626328
7803,0.52148455
732,0.9990814
6470,0.45659083
5319,0.40511298
6088,0.4961772
7341,0.34185392
10536,0.47852203
8237,0.57844347
341,0.99946374
10498,0.32696
947,0.9991628
1464,0.99925166
9771,0.23584987
931,0.9131367
5741,0.25747374
2456,0.9994836
815,0.9991295
5719,0.4595633
5469,0.2745194
1811,0.9994555
1664,0.99957055
6024,0.3839347
6997,0.39497277
3215,0.37587357
7638,0.4191005
8504,0.41537386
8839,0.46448687
1397,0.9996252
10507,0.31465754
10032,0.1931722
9688,0.8832408
5750,0.4539134
6093,0.30260172
3466,0.45070112
7937,0.4211799
4957,0.49487266
7255,0.40815297
5812,0.49735945
2734,0.99946374
7269,0.32028717
7359,0.27280942
7825,0.3680572
1750,0.9990023
3139,0.5081897
6866,0.43552822
10774,0.40976176
924,0.99942005
1738,0.9996985
2600,0.9995876
8541,0.5250797
6032,0.55182433
3118,0.9995735
4468,0.44194224
1706,0.9995572
1961,0.9995378
6184,0.36272442
5791,0.5365418
1246,0.99965096
10847,0.47551665
8885,0.41251865
6874,0.42987266
4509,0.42914337
10617,0.39287254
3640,0.54381794
794,0.966655
4923,0.6177268
10449,0.46389788
8001,0.41065165
5342,0.39104128
5271,0.68483216
272,0.9995876
7558,0.6659472
8110,0.33575213
10947,0.34697443
5793,0.45198575
8225,0.47707695
4487,0.47667292
325,0.99952483
10251,0.40081057
3567,0.3313153
1430,0.7251498
6402,0.22871073
7075,0.4852912
9274,0.36198518
7721,0.57009786
9681,0.36412475
7884,0.31777602
9606,0.52877474
8019,0.33472753
4221,0.54612154
5694,0.596129
8786,0.3935879
9458,0.2810392
6715,0.41079226
2650,0.9995838
1651,0.99915206
199,0.99908257
4459,0.39582282
4133,0.36545005
4722,0.41517913
649,0.96773726
2085,0.9994802
1527,0.9993967
5666,0.2112741
3688,0.331842
5112,0.4329845
8098,0.38162994
6363,0.6897496
10356,0.56861204
7517,0.44412738
7041,0.3434506
10206,0.37930012
1763,0.99954885
7024,0.4559717
4805,0.857557
10763,0.5188842
7208,0.5899341
7495,0.45066112
8231,0.32954866
261,0.9991635
8094,0.4772916
696,0.99960583
783,0.999315
903,0.9991283
6729,0.5525987
8711,0.4253222
1960,0.99934155
6989,0.37359607
6215,0.29242045
4860,0.4758496
2964,0.99965644
6951,0.3619002
9765,0.5111273
9827,0.26481706
8209,0.5313042
8240,0.6179004
5476,0.29141507
9480,0.6274775
2795,0.9993457
9343,0.39091176
6547,0.6519523
1957,0.9996531
4657,0.23280093
7989,0.5701145
6541,0.8778746
2943,0.99914634
5660,0.23466712
5033,0.48645234
486,0.9100328
3728,0.3255991
3406,0.23364742
4622,0.5878802
7574,0.44865498
79,0.99961
5743,0.39613158
1249,0.9994671
3114,0.99945956
10629,0.387427
3231,0.5380909
10235,0.42488524
9016,0.39596686
3174,0.56097525
6482,0.6073123
178,0.9996165
3756,0.44197685
2956,0.9993967
3190,0.5076432
2753,0.99920243
6690,0.5018492
2393,0.9627259
8887,0.43798155
10454,0.5606484
5524,0.3717869
3319,0.34861377
2914,0.9990551
9186,0.58068097
9563,0.37856105
5350,0.49685538
5954,0.5686846
2878,0.9993432
3487,0.4228615
8999,0.50037533
4814,0.4336304
3378,0.49796724
9673,0.58133
9038,0.5133925
8389,0.22362158
5042,0.40538877
316,0.9993569
7090,0.4315798
6583,0.40516624
1217,0.9995803
5609,0.30058688
6856,0.38981956
2885,0.9992212
7022,0.46351263
3153,0.40583596
1801,0.99953425
6869,0.47146517
6384,0.32547888
7386,0.4496107
9768,0.39023662
6820,0.5624623
58,0.99963963
3027,0.99930227
3421,0.47108445
3196,0.45399818
1338,0.69183284
8073,0.763259
10364,0.28012425
4979,0.52709717
1732,0.9994055
5665,0.40505102
1982,0.9993486
10428,0.3928589
7162,0.27209255
10240,0.5809493
6314,0.5559912
9899,0.33397272
3274,0.54113424
5968,0.53691316
9525,0.3241443
3971,0.37319657
3275,0.31963205
5636,0.42993668
10876,0.5280876
1724,0.99914515
7231,0.2962072
114,0.9995461
2638,0.99913305
4162,0.56752944
1472,0.9395865
9772,0.3769453
2214,0.99953735
1787,0.99824345
2627,0.99959654
7569,0.67065024
101,0.99952626
6728,0.47331226
10232,0.39163485
6806,0.37299597
6933,0.2631785
9133,0.3958757
632,0.99961
2282,0.9996656
7920,0.478721
1368,0.9993043
10263,0.4429135
96,0.9995109
10673,0.55866885
2373,0.99845326
4885,0.39950874
6480,0.50494313
2528,0.9772484
930,0.9987949
9490,0.19882226
2460,0.9991123
8511,0.55715215
7451,0.7308399
4654,0.45842937
10826,0.4498791
1733,0.9997137
6098,0.61825466
9197,0.40641466
743,0.9987765
4661,0.44784212
5783,0.4059317
8062,0.39233124
10517,0.38279223
2988,0.5933641
6416,0.38948354
1689,0.99946326
3442,0.43840566
6935,0.39420944
7839,0.5579685
5225,0.40167463
1252,0.92101073
5501,0.7127898
9520,0.21766706
8469,0.3526325
5825,0.39545223
2375,0.99949336
1861,0.8925013
5635,0.31043094
5641,0.30182374
1156,0.8390144
3870,0.28479904
8677,0.37546617
1745,0.99966776
4914,0.3661036
6415,0.30282775
3351,0.55242944
2691,0.99940383
208,0.99942327
3941,0.37496275
7301,0.38334927
6011,0.35946763
9037,0.5108953
456,0.99929833
5785,0.6528129
10576,0.34848052
2699,0.95225334
9615,0.452478
2813,0.9995276
3384,0.21042039
10780,0.3902323
593,0.913179
2942,0.9990258
2465,0.7460676
356,0.99965453
8444,0.5617336
6485,0.5393827
9621,0.26161763
7652,0.2788061
9663,0.5784193
6568,0.36966392
1320,0.9995679
10457,0.5449814
8273,0.70631725
8873,0.4005767
7045,0.31104764
9202,0.32419094
10089,0.28362796
9717,0.3170001
6653,0.27899858
10174,0.35982397
10862,0.3731208
9809,0.48019385
10306,0.32419348
63,0.9997707
10218,0.40814686
4593,0.6812407
5115,0.42921934
1414,0.9993401
2028,0.99961
10779,0.2523357
2002,0.99943846
4709,0.44434425
6445,0.37866175
10555,0.51943696
4559,0.49807617
8474,0.3190025
2113,0.97520614
4027,0.2731729
8761,0.58716655
3055,0.9996531
9708,0.4788655
10494,0.4674764
1675,0.999388
5929,0.36059594
3328,0.4986655
7203,0.31597704
7385,0.6760274
2852,0.94432586
942,0.9989423
10250,0.28408974
6733,0.45790255
9565,0.536636
10501,0.32085985
3710,0.37078148
912,0.99853134
5019,0.48680827
919,0.9996245
5208,0.382641
1342,0.94972956
7257,0.3709486
5231,0.5276713
8425,0.41417724
5535,0.60435474
5258,0.5875642
3228,0.38181624
2630,0.9555738
10925,0.60852027
3831,0.5007136
9748,0.43392143
3505,0.4711789
8975,0.4066792
9861,0.611924
350,0.99921215
10618,0.34257215
7511,0.52985513
517,0.99950635
2212,0.99956864
1264,0.9671127
10740,0.42748895
9113,0.40852734
808,0.9992106
4423,0.3705464
3107,0.9996625
60,0.99935204
8762,0.4145481
2308,0.99953854
1736,0.99965644
1488,0.89926004
7675,0.39729774
347,0.99894613
7223,0.4892969
3352,0.3756908
2226,0.9992924
4478,0.41752204
6301,0.536617
10272,0.4310911
7888,0.30168495
2990,0.998978
5602,0.42314392
6707,0.4759374
5726,0.54648083
5596,0.6682631
7687,0.45654976
10452,0.40325558
10406,0.5401615
2616,0.945613
4915,0.4933253
5557,0.50529194
3046,0.99926215
6907,0.46176344
4323,0.4508762
6423,0.46531522
10545,0.50838965
6110,0.37779382
2297,0.9995857
10676,0.392843
4481,0.3215079
4649,0.7456729
6894,0.40477186
5637,0.27779162
10380,0.3634606
3396,0.43105713
5964,0.45746595
6649,0.6904345
8014,0.3625339
298,0.99946326
6375,0.30213365
2911,0.9994709
3508,0.2901006
8557,0.49826676
5876,0.3665033
3344,0.40974644
2537,0.9995888
4138,0.4297728
7672,0.29551092
9192,0.27218267
2809,0.99840707
6602,0.522682
4431,0.4488306
4777,0.45147714
10071,0.30363354
5815,0.3095185
2652,0.9987399
1054,0.9990478
7739,0.5072113
4779,0.41038004
10751,0.40134525
1518,0.9991478
10289,0.33112782
1490,0.9518683
10319,0.29691118
2324,0.9244452
6056,0.39787543
805,0.999315
6100,0.40489054
1231,0.859072
9757,0.3430801
9536,0.3965323
247,0.96434903
4008,0.48016238
9996,0.38747674
2682,0.9996394
2576,0.9992549
8505,0.28179678
8570,0.32111332
2749,0.9395015
10699,0.39107707
2278,0.99959356
7544,0.46263394
9238,0.40580332
2321,0.99948066
8840,0.5704756
10148,0.49354613
2821,0.9995054
8508,0.3837715
7278,0.42606822
8198,0.34665176
1465,0.99961
9413,0.3949592
7740,0.45970327
124,0.9989845
3124,0.99963605
3460,0.27767977
2259,0.9994518
5063,0.83548737
288,0.99953043
8714,0.30247137
3278,0.3042672
7819,0.28127912
7482,0.5973928
2241,0.99963915
9288,0.3121158
70,0.99944955
6587,0.089630544
2389,0.9993036
2808,0.9994703
1892,0.9993383
2643,0.9995912
9189,0.39922392
3752,0.23806903
3794,0.47983247
3817,0.30381328
8312,0.7674055
4462,0.49330997
7447,0.48738542
1398,0.9994648
4406,0.46722364
2831,0.99961
9151,0.46942195
4383,0.32224065
4643,0.44596127
5235,0.55336887
1785,0.8340298
10046,0.57865113
10898,0.50534534
10291,0.26483908
7809,0.4147032
10471,0.5317877
4895,0.4462516
4876,0.5495576
1845,0.9993637
4856,0.4735183
5036,0.9867556
4121,0.4364222
8220,0.7341435
3956,0.39875662
5531,0.4470439
6106,0.53549135
633,0.9982615
3117,0.99927753
3388,0.4937382
4235,0.38671023
4968,0.35317618
9639,0.47998053
952,0.99956256
8842,0.21308477
3900,0.4187363
5890,0.38227832
4910,0.59733194
3810,0.4130048
2751,0.999458
3597,0.56667423
4516,0.6667542
3947,0.36525947
2635,0.9996132
1878,0.99957675
5998,0.60452247
7846,0.3749832
9714,0.43741387
8956,0.48883533
8207,0.43243653
3430,0.4953628
3801,0.37678194
8180,0.38328364
5595,0.36310512
1263,0.99963963
7529,0.37984094
5352,0.427374
10029,0.60339147
3587,0.4063218
8359,0.6956576
833,0.9174833
7014,0.22712934
9228,0.070919015
1680,0.9995266
1761,0.99947745
979,0.99939895
1174,0.79776734
4831,0.68786544
5847,0.4842891
241,0.9988926
7768,0.5296166
7010,0.56596714
9475,0.40147498
328,0.9994747
2845,0.99940455
8299,0.27501446
8257,0.4528792
9040,0.6164033
6127,0.5867343
2905,0.9992175
9045,0.43576613
4039,0.36629525
911,0.99949336
7060,0.4484278
3962,0.32963863
918,0.9483229
9637,0.49600387
7267,0.58439875
7100,0.3978261
8233,0.38227844
2566,0.99963963
9002,0.5079884
881,0.99949336
6306,0.35994375
10393,0.7125148
10160,0.3059694
2773,0.99947697
4272,0.25069678
7271,0.46149686
2157,0.9417284
9988,0.27278033
2252,0.99952173
8421,0.45529485
8152,0.3787256
4116,0.24956712
9975,0.6408045
1182,0.99897015
5978,0.3949445
267,0.42625174
4440,0.356512
115,0.9990125
5963,0.5979819
8801,0.3479372
246,0.99868983
205,0.9993819
84,0.99939907
10440,0.39298487
7460,0.30983984
7,0.9401057
4378,0.5130582
6465,0.47582585
3503,0.27469257
1936,0.9989266
4125,0.5773083
5080,0.36623114
2721,0.9530678
5955,0.65945584
6555,0.5228825
9634,0.6571321
1629,0.9991829
5605,0.49350327
3429,0.1372219
10998,0.49745852
7582,0.4821354
5453,0.23574287
9692,0.46182415
9479,0.42349178
9761,0.57567257
434,0.9996081
2584,0.9994615
1051,0.9990138
10134,0.101267084
2311,0.9995672
9704,0.6743867
1493,0.8278205
10708,0.62322754
9,0.9991999
1318,0.9065196
7127,0.42347902
1923,0.9991008
3310,0.47021028
9447,0.4233419
7168,0.58445764
4425,0.52251923
5889,0.18554744
5165,0.46410304
8785,0.8517031
7773,0.29632565
6059,0.26268443
3712,0.43037325
5782,0.42497298
1294,0.9987509
8,0.9995876
1193,0.99955183
5223,0.43478122
3054,0.99952245
1700,0.9994369
6013,0.47993493
1599,0.99955267
511,0.99965644
8646,0.6127091
7054,0.48952642
6890,0.35040486
10829,0.46194658
888,0.9993369
9825,0.45454746
6647,0.56485724
892,0.9994518
6821,0.643826
10927,0.35672462
10353,0.23987074
1677,0.94438344
4365,0.4505814
8368,0.6267941
8845,0.65007216
6725,0.44151786
10671,0.49461213
4102,0.42503595
4000,0.34486318
5668,0.3779624
9495,0.2463198
7605,0.5514237
8347,0.27846798
2326,0.9996487
1442,0.99932456
950,0.999597
8399,0.3134416
2461,0.9585287
494,0.9994991
3498,0.30813676
9201,0.38241458
2709,0.87596357
3544,0.7296761
1991,0.99896526
8640,0.64978975
2427,0.99902904
1804,0.9994611
3828,0.7191541
6015,0.68498707
5690,0.3662526
4476,0.2807925
3945,0.4416393
2041,0.9996074
10349,0.42746237
10509,0.43908963
1981,0.9993241
9853,0.33756408
8477,0.62244743
9214,0.4456165
7225,0.5534508
9953,0.78428185
6133,0.18983676
2430,0.9992563
7792,0.32376474
7900,0.58397484
4464,0.44396412
6433,0.41139382
9669,0.46463647
2696,0.9994703
3663,0.45916352
10574,0.3187648
8261,0.44159842
8009,0.54342395
3818,0.39890257
2757,0.999683
3555,0.25735962
900,0.9995679
781,0.9995012
3905,0.3648562
2058,0.9994412
5863,0.5562927
1332,0.9995808
4343,0.46807843
2201,0.99961686
10248,0.3522143
1392,0.9712904
2469,0.9231412
10788,0.93760043
3944,0.34322572
9357,0.4366545
3753,0.27868086
4602,0.33214283
2257,0.99957365
1650,0.9995054
9773,0.33606768
7145,0.4731158
3904,0.46207136
3684,0.30881363
4809,0.6642936
7409,0.4185542
8563,0.23281796
10851,0.51282597
9841,0.22633366
8852,0.40803918
10443,0.34801883
7457,0.5097131
6779,0.70279324
1891,0.9995427
1009,0.9993449
9863,0.5197609
6350,0.5837907
6214,0.4948772
5156,0.2939985
6385,0.2612317
4169,0.3353154
7611,0.45078686
6253,0.5079954
943,0.99941576
1296,0.99969447
3919,0.45216775
9738,0.2712689
5151,0.3852214
1793,0.999257
4684,0.48065442
10725,0.43737075
9229,0.51271933
3911,0.5668518
10765,0.4337311
10247,0.5934945
991,0.99961
4848,0.33305016
10194,0.5349318
9237,0.3736531
7335,0.41136986
10669,0.37759867
2064,0.9996606
10008,0.4997608
9947,0.5535958
9296,0.36858338
6717,0.5220104
5729,0.4166279
8500,0.3944847
5374,0.4683632
5547,0.4477488
437,0.9996531
7940,0.3444464
9537,0.32133612
6945,0.24750586
1393,0.99955314
9175,0.3477294
10366,0.53332335
6053,0.48613423
2235,0.925035
10985,0.4284041
8201,0.71237785
8339,0.5290354
9595,0.53533006
2939,0.9983183
2288,0.89075977
4019,0.42768607
4421,0.25560847
9874,0.45193833
6931,0.5179009
5872,0.23672287
210,0.9992569
10656,0.4799819
7471,0.59851426
4491,0.3843862
10604,0.4574905
7973,0.5175511
9253,0.5946238
9460,0.5965417
345,0.8293212
9529,0.2775475
6803,0.6560606
3885,0.34125796
4828,0.7819163
10883,0.45121285
2726,0.9994937
3602,0.32342455
5619,0.50346285
334,0.94072264
5586,0.41461155
3943,0.27338544
4134,0.22235547
3815,0.30476353
1291,0.9674127
9539,0.30531836
10583,0.4587641
4241,0.39436042
1149,0.99956006
3901,0.3643618
4362,0.36343375
7216,0.4323939
2262,0.99897575
2645,0.9994653
10187,0.58745617
6677,0.42319524
6924,0.4828252
7401,0.79140896
5746,0.3364121
3669,0.34537962
10665,0.39373532
10772,0.32457894
3418,0.3159108
1315,0.99969447
5149,0.354961
4265,0.44611818
133,0.9995252
10588,0.39460194
565,0.99939346
7922,0.47909585
1303,0.9990466
7498,0.56466013
7308,0.23363774
8712,0.40447706
504,0.9995276
2622,0.99932194
2958,0.979267
5478,0.58338
1672,0.99963963
8707,0.51483524
7185,0.7551681
9788,0.4132115
3671,0.5136394
6230,0.52136636
2657,0.99953425
5747,0.29628238
1512,0.99955994
3593,0.47585717
6995,0.539178
1435,0.9988881
6743,0.3831416
3874,0.6285083
10441,0.40872285
9816,0.41500372
8866,0.4219384
4515,0.5743502
9325,0.4174
5102,0.38217363
5347,0.41751617
8882,0.48205793
1777,0.9986677
9570,0.33325875
7791,0.3683003
268,0.99957734
859,0.90225196
5953,0.19107042
1188,0.99925107
1935,0.9993148
645,0.99832803
2087,0.9994703
1487,0.99952614
6565,0.5074965
818,0.9995252
6069,0.29930177
9706,0.62065077
8941,0.37057504
9139,0.52715117
7390,0.26814926
8190,0.3789614
2062,0.9993395
8296,0.39151865
9003,0.34415424
3389,0.3890333
10371,0.5010047
10120,0.4255805
4113,0.49051058
6187,0.37326625
3924,0.19000992
8879,0.5069756
576,0.8551172
6254,0.32181403
3715,0.39827746
1197,0.99947685
4764,0.38113537
451,0.99965703
5320,0.53818285
7816,0.46234468
4252,0.57527417
2523,0.9995889
857,0.999343
1507,0.999469
8924,0.6144492
10037,0.6101144
1868,0.99934334
8578,0.47505733
9895,0.19204399
4954,0.3036491
10230,0.3052967
2073,0.8509474
2613,0.9991027
2185,0.9993895
503,0.9995054
10970,0.4368305
9940,0.3202072
5520,0.4355246
2615,0.9996295
6678,0.40930933
5541,0.62395257
3229,0.3538117
430,0.99943393
1728,0.99929893
540,0.99948066
3914,0.28310204
1274,0.9993819
10936,0.33697426
1355,0.99952257
10504,0.50804484
501,0.9993967
1638,0.761609
3922,0.60973233
8340,0.43906748
9540,0.48094168
1237,0.9995946
9801,0.51686406
6909,0.4501512
4557,0.5329901
8824,0.3273721
8068,0.38572115
10766,0.5061259
10569,0.3909727
4213,0.35639206
1889,0.91781694
3598,0.34824172
4317,0.6350473
8710,0.34607145
10280,0.42411754
283,0.9994271
8330,0.45026287
9796,0.4858332
8141,0.52652377
415,0.9995364
9445,0.26918438
4046,0.44511816
3702,0.37176904
9007,0.30475965
4149,0.30964622
7504,0.46854952
5452,0.64507955
1877,0.99965644
8796,0.3861851
5646,0.48832706
3061,0.99958986
3977,0.41045
10628,0.5172543
8607,0.47334507
7119,0.36373493
1130,0.9989396
9298,0.41879472
6592,0.3040585
10111,0.29896772
4353,0.36117256
4760,0.34466407
6459,0.5058112
9939,0.76990646
4098,0.30719596
10412,0.6263302
7304,0.5141006
9985,0.4936292
1013,0.99940455
4445,0.34749752
1823,0.67472917
2027,0.9996132
699,0.99943525
3582,0.46108678
1799,0.9995857
8739,0.43614486
8435,0.4612002
7810,0.49871987
1973,0.9994281
364,0.9994954
9212,0.46540093
3113,0.99961
5403,0.4884008
740,0.9996075
8868,0.5297898
9826,0.28213954
6142,0.24050167
4705,0.41380975
6748,0.46468365
9319,0.34340033
1525,0.9996145
3161,0.44188765
7331,0.44342557
9047,0.5245898
3516,0.42746714
1840,0.9708368
2439,0.997638
4218,0.46525773
1563,0.9996729
5991,0.56912607
3234,0.53130114
4103,0.48180902
7659,0.45716268
7967,0.3071009
2468,0.9995834
5,0.99953294
8063,0.41459882
1528,0.999315
10450,0.411165
958,0.99899966
9553,0.2059682
940,0.999062
9203,0.31750137
3469,0.4219769
2999,0.86908174
2590,0.9994198
1319,0.99932456
8475,0.3784662
3596,0.38303387
4385,0.2861316
9713,0.48381478
7822,0.38016856
3847,0.45041886
8544,0.3875971
5146,0.20898739
10596,0.47924036
7047,0.51070255
10202,0.50758636
42,0.99951494
955,0.9995364
3192,0.23356314
7557,0.38285056
3577,0.531259
7032,0.42044362
4818,0.70185167
8859,0.60018164
2189,0.9751373
10801,0.35398412
10746,0.49136266
4472,0.72020155
8758,0.34167653
5916,0.45015496
3064,0.9993936
5789,0.38141763
2048,0.9991979
9533,0.49896204
7276,0.49792653
10317,0.4525544
9672,0.43077797
2143,0.99961
25,0.9992229
8899,0.5281587
3821,0.42259786
6406,0.54822314
9873,0.2538901
10226,0.52433425
5089,0.43464768
9014,0.35342398
1161,0.9993594
3127,0.99960023
3220,0.5353575
72,0.9405833
1292,0.9994204
242,0.9997211
6836,0.27998108
978,0.9995572
8357,0.4822258
5893,0.5703093
7645,0.34460416
5052,0.4431832
4280,0.5212012
2545,0.99965703
3330,0.68086314
954,0.9989672
2802,0.96443504
3333,0.2575543
8984,0.59766984
8117,0.32166317
5647,0.34018314
3365,0.37718073
8687,0.32263634
7960,0.48886257
7405,0.41900155
9607,0.5656239
784,0.9990225
5906,0.7266811
2636,0.9995679
10750,0.85258
4029,0.40488476
2361,0.99934334
2651,0.99949336
10051,0.32923096
6403,0.68031716
7972,0.5561214
9597,0.5564168
1391,0.99961
8118,0.2874903
8070,0.41294885
5819,0.59425724
5427,0.3461334
1707,0.9985795
4090,0.41275954
3615,0.5475013
8746,0.5482453
5027,0.53045404
5739,0.43193054
444,0.9994703
3717,0.33352485
10885,0.43244183
3130,0.9993236
1624,0.99949086
9060,0.42704618
620,0.99932396
8895,0.26545933
10338,0.32358178
3069,0.9994702
2967,0.99940443
10531,0.7043736
8049,0.3170676
5842,0.544287
5823,0.52046597
10151,0.7267274
5239,0.24352668
7890,0.35730827
3813,0.529601
8929,0.61335534
5510,0.47793576
3692,0.24776797
10061,0.33534804
6999,0.5040281
5950,0.2975317
5952,0.6539757
2156,0.99937636
5990,0.41120613
3764,0.53906524
9414,0.34385014
6344,0.3697709
9058,0.4932964
7227,0.3839676
4521,0.41578063
4105,0.40651315
5331,0.28417394
9848,0.3755127
1983,0.9988918
2347,0.9995652
9845,0.3970963
673,0.9542162
3879,0.3105947
9798,0.45168447
5462,0.4139337
10647,0.421208
6726,0.3707722
7188,0.30343553
7564,0.43549886
2368,0.99924064
1446,0.99957246
10528,0.48655245
3463,0.45751002
10209,0.5259006
1810,0.9995115
8564,0.4143466
2255,0.99950194
3479,0.34710652
6877,0.63673276
2620,0.999607
9391,0.34398565
5418,0.32292873
9883,0.504195
6050,0.42249432
7281,0.38788
8131,0.45964015
6052,0.55824906
2172,0.6700776
4645,0.43507424
5708,0.34955877
6785,0.35156932
766,0.9995123
8945,0.5608864
3560,0.51777357
9596,0.22059757
1001,0.99955994
10312,0.39820716
6107,0.51469135
7714,0.67466587
103,0.99951434
6457,0.4628698
530,0.9994493
6998,0.45387405
7978,0.5399692
2335,0.9992847
6315,0.32730806
3758,0.498612
9347,0.5125567
10511,0.44740492
8424,0.33671868
9868,0.365263
10281,0.5069207
9024,0.26591086
6581,0.5203161
4924,0.37444443
7788,0.45853058
2858,0.9080145
8427,0.37621045
1693,0.8523947
3367,0.38714084
6130,0.62290186
10182,0.18970941
6531,0.3337738
2494,0.9992539
2426,0.9990042
7236,0.42942843
8363,0.52812713
10759,0.2402861
6491,0.64668095
7587,0.26841393
2386,0.9996773
505,0.99857795
9795,0.2946423
