index,y_pred
327,0.18656108
1677,0.01766144
586,0.0036260139
1019,0.1441178
378,0.9870204
220,0.04969574
852,0.4539971
1263,0.06919042
525,0.33511722
119,0.21518879
1937,0.2718819
984,0.48592967
645,0.14580709
1657,0.14508183
1113,0.025050204
1689,0.24977992
1969,0.623765
1183,0.260306
644,0.13687359
1778,0.12526886
683,0.2150634
925,0.26648018
995,0.035353288
68,0.019348867
106,0.11908056
181,0.11980059
1039,0.30171174
1091,0.9810104
1334,0.020018483
82,0.105483845
29,0.072759226
927,0.9828494
75,0.26324978
1416,0.07656229
790,0.48683292
947,0.37311995
240,0.05084863
1251,0.57358307
1375,0.98766077
1200,0.9547511
215,0.48441556
566,0.0557203
986,0.96272546
1500,0.10396251
1351,0.14580709
1365,0.08147551
1038,0.20817004
225,0.07300045
948,0.25378817
1717,0.98360634
499,0.012154387
630,0.20050585
2,0.1802607
347,0.98421496
889,0.105912074
939,0.058909718
912,0.9778376
1897,0.5851272
705,0.09695404
1486,0.0049181334
1017,0.01766144
764,0.24977992
489,0.640192
1154,0.16767086
1862,0.18712777
1371,0.26985008
747,0.93556786
774,0.072838746
559,0.16135515
1030,0.08119931
828,0.8652543
879,0.22344415
211,0.7669593
1044,0.99410737
844,0.2306935
1250,0.26714447
118,0.99713993
1009,0.9872509
1175,0.22083558
83,0.19585489
1252,0.4213213
218,0.9989766
143,0.20169562
460,0.99410737
1845,0.0026090578
391,0.19518918
552,0.40332785
226,0.6878969
1792,0.9891856
1012,0.1648995
1049,0.18123065
490,0.12642649
1116,0.91212755
448,0.97659385
1468,0.110406466
1771,0.9732091
1941,0.81446415
670,0.35384634
1546,0.5233236
1350,0.14608137
1687,0.16183595
90,0.5572292
661,0.0029049045
1665,0.0018691159
133,0.1402914
886,0.9709237
208,0.97680867
1415,0.15771219
1166,0.11908056
1491,0.99552566
1013,0.062113
903,0.0982513
715,0.11140943
1820,0.1306646
1393,0.23369591
1281,0.11480484
1558,0.12681809
1871,0.9872509
531,0.10375905
1262,0.23345995
257,0.6368494
1551,0.213512
1452,0.9709237
1341,0.11595552
193,0.19555974
1455,0.5511542
1633,0.021510324
185,0.0020149758
1576,0.14580709
1943,0.20436291
1189,0.16805725
1141,0.34638774
1156,0.213512
1811,0.05302161
1507,0.035353288
1519,0.0043588732
293,0.0756467
1877,0.64617234
140,0.41066387
177,0.10192192
783,0.38899273
1417,0.37311995
324,0.0026090578
1036,0.1498183
796,0.0036260139
1654,0.9686054
537,0.05471552
515,0.32912993
720,0.071045704
340,0.16693452
1376,0.116380125
87,0.0043588732
287,0.16567574
337,0.42534876
92,0.11140943
